i,timestamp(ns),AX(m/s2),AY(m/s2),AZ(m/s2),GX(rad/s),GY(rad/s),GZ(rad/s),T(C)
2863,101819450111,-0.21961,0.20486,-9.62457,0.00083,0.00505,0.00409,38.69
2864,101820324899,-0.24346,0.14261,-9.59588,0.00189,0.00399,-0.00337,38.69
2865,101821199687,-0.08604,0.34373,-9.63414,0.00083,0.00292,-0.00656,38.69
2866,101822074747,0.16203,0.64064,-9.71065,0.00083,0.00719,-0.00123,38.70
2867,101822949798,0.19065,0.62148,-9.71065,0.00402,0.00719,0.00409,38.70
2868,101823824849,-0.10512,0.37247,-9.62936,0.00615,0.00399,-0.00123,38.69
2869,101824699900,-0.30071,0.18571,-9.60545,0.00402,0.00292,-0.00443,38.69
2870,101825574951,-0.23392,0.19049,-9.62457,0.00189,0.00612,-0.00656,38.69
2871,101826450002,-0.00971,0.49697,-9.69630,0.00083,0.00399,-0.00869,38.69
2872,101827325053,0.20496,0.69331,-9.76325,0.00402,-0.00240,-0.00123,38.69
2873,101828200104,0.05708,0.55444,-9.70108,0.00615,-0.00027,0.00303,38.70
2874,101829075155,-0.25300,0.29106,-9.62936,0.00189,0.00292,0.00090,38.70
2875,101829950206,-0.31025,0.13303,-9.59588,-0.00130,0.00505,-0.00230,38.70
2876,101830825020,-0.15282,0.26711,-9.64848,-0.00557,0.00505,-0.00869,38.70
2877,101831699827,0.11910,0.60712,-9.73456,-0.00770,0.00505,-0.00550,38.70
2878,101832574634,0.24790,0.65021,-9.72977,-0.00343,0.00186,-0.00123,38.70
2879,101833449441,-0.03833,0.39162,-9.67239,0.00083,0.00079,0.00196,38.70
2880,101834324248,-0.31502,0.17613,-9.64370,0.00083,0.00186,-0.00123,38.70
2881,101835199055,-0.27208,0.13782,-9.63414,0.00189,0.00505,-0.00443,38.69
2882,101836073862,-0.08126,0.39641,-9.67717,-0.00130,0.00505,-0.00337,38.69
2883,101836948669,0.14295,0.65979,-9.71543,0.00296,0.00186,-0.00017,38.69
2884,101837823476,0.08093,0.56881,-9.67239,0.00402,-0.00240,0.00516,38.70
2885,101838698283,-0.20053,0.30542,-9.63892,0.00189,0.00186,0.00409,38.70
2886,101839572780,-0.29594,0.15219,-9.61979,-0.00024,0.00186,0.00090,38.70
2887,101840447268,-0.17190,0.20486,-9.66283,-0.00024,0.00399,-0.00337,38.69
2888,101841321756,0.06185,0.50176,-9.73934,0.00296,0.00505,-0.00230,38.69
2889,101842196244,0.22405,0.63585,-9.74890,0.00402,0.00292,0.00196,38.69
2890,101843070732,0.02369,0.46345,-9.68674,0.00402,0.00399,0.00622,38.69
2891,101843945220,-0.26731,0.24317,-9.63892,0.00189,0.00399,0.00622,38.69
2892,101844819708,-0.27208,0.12824,-9.62457,-0.00130,0.00719,-0.00123,38.69
2893,101845694196,-0.10989,0.29585,-9.66761,-0.00557,0.00825,-0.00550,38.69
2894,101846568684,0.12864,0.60712,-9.72021,-0.00237,0.01038,-0.00337,38.69
2895,101847443172,0.13341,0.58796,-9.69630,0.00615,0.00932,-0.00017,38.69
2896,101848317828,-0.16713,0.32937,-9.67239,0.00722,0.00612,-0.00017,38.69
2897,101849192483,-0.31025,0.14740,-9.64370,-0.00024,0.00825,-0.00443,38.69
2898,101850067138,-0.21961,0.14740,-9.62936,-0.00343,0.00505,-0.00869,38.69
2899,101850941793,0.00460,0.45866,-9.68674,-0.00343,0.00719,-0.00656,38.69
2900,101851816448,0.20973,0.68373,-9.72499,0.00083,0.00292,-0.00017,38.69
2901,101852691103,0.07616,0.53050,-9.64848,0.00083,-0.00347,0.00622,38.69
2902,101853565758,-0.21484,0.27190,-9.61979,-0.00024,-0.00347,0.00729,38.69
2903,101854440413,-0.27208,0.15697,-9.62457,-0.00343,-0.00134,-0.00017,38.69
2904,101855315068,-0.13851,0.26233,-9.65805,-0.00557,0.00186,-0.00230,38.69
2905,101856189723,0.11432,0.56402,-9.73456,-0.00343,-0.00134,-0.00017,38.68
2906,101857064100,0.22882,0.62148,-9.73934,0.00189,-0.00240,0.00303,38.68
2907,101857938468,-0.02402,0.37247,-9.66761,0.00402,0.00079,0.00409,38.68
2908,101858812836,-0.23392,0.19528,-9.60545,0.00083,0.00186,0.00303,38.69
2909,101859687204,-0.19099,0.18571,-9.59110,-0.00237,0.00292,-0.00123,38.68
2910,101860561572,-0.03833,0.42993,-9.64370,-0.00343,0.00612,-0.00123,38.68
2911,101861435940,0.15726,0.68373,-9.72499,0.00296,0.00399,-0.00017,38.68
2912,101862310308,0.09524,0.58796,-9.72499,0.00722,0.00186,0.00196,38.68
2913,101863184676,-0.19576,0.33416,-9.68674,0.00509,0.00719,-0.00123,38.68
2914,101864059044,-0.29117,0.18092,-9.65805,0.00296,0.00612,-0.00656,38.68
2915,101864933412,-0.17667,0.22402,-9.67717,0.00189,0.00612,-0.00550,38.68
2916,101865808769,0.04277,0.53050,-9.72499,0.00509,0.00719,-0.00443,38.68
2917,101866684123,0.20973,0.63585,-9.73934,0.01041,0.00292,0.00090,38.68
2918,101867559477,0.00460,0.40599,-9.67717,0.00828,0.00079,0.00516,38.69
2919,101868434831,-0.29594,0.18092,-9.65326,0.00083,0.00079,0.00409,38.69
2920,101869310185,-0.32456,0.10430,-9.65326,-0.00130,0.00292,-0.00123,38.68
2921,101870185539,-0.15759,0.31500,-9.69152,-0.00024,0.00932,-0.00443,38.69
2922,101871060893,0.10955,0.66458,-9.72977,-0.00130,0.00612,-0.00017,38.69
2923,101871936247,0.14295,0.64064,-9.70108,0.00509,0.00292,0.00622,38.69
2924,101872811601,-0.14328,0.35810,-9.64848,0.00402,0.00292,0.00835,38.69
2925,101873686955,-0.31025,0.20007,-9.61501,0.00083,0.00505,0.00622,38.69
2926,101874561734,-0.22438,0.22880,-9.62936,-0.00343,0.00292,-0.00017,38.68
2927,101875436507,-0.00494,0.50176,-9.69630,-0.00557,0.00932,-0.00230,38.68
2928,101876311280,0.20973,0.66937,-9.72021,-0.00343,0.00505,0.00196,38.68
2929,101877186053,0.07616,0.50176,-9.63892,0.00296,-0.00027,0.00516,38.68
2930,101878060826,-0.22438,0.24796,-9.60067,0.00083,0.00186,0.00516,38.68
2931,101878935599,-0.26731,0.10909,-9.60067,-0.00024,0.00505,0.00196,38.68
2932,101879810372,-0.12897,0.21444,-9.65805,-0.00024,0.00612,0.00090,38.68
2933,101880685145,0.10955,0.57359,-9.74412,0.00296,0.00612,0.00090,38.68
2934,101881559918,0.20019,0.66458,-9.71065,0.00615,-0.00134,0.00835,38.68
2935,101882434691,-0.06695,0.41078,-9.62936,0.01041,0.00186,0.00729,38.68
2936,101883309635,-0.28640,0.20486,-9.61501,0.00509,0.00292,0.00409,38.68
2937,101884184570,-0.22438,0.16655,-9.60545,0.00296,0.00292,-0.00230,38.68
2938,101885059505,-0.02879,0.40120,-9.65326,-0.00237,0.00292,-0.00230,38.68
2939,101885934440,0.19542,0.65979,-9.71065,-0.00024,0.00399,-0.00017,38.68
2940,101886809375,0.11910,0.57838,-9.67239,0.00402,0.00505,0.00303,38.68
2941,101887684310,-0.17667,0.31500,-9.62457,0.00189,0.00612,0.00196,38.69
2942,101888559245,-0.28162,0.16655,-9.59110,0.00083,0.00399,-0.00230,38.69
2943,101889434180,-0.17667,0.23838,-9.60067,-0.00237,0.00292,-0.00550,38.69
2944,101890309115,0.04277,0.56402,-9.68196,-0.00130,0.00292,-0.00337,38.69
2945,101891184050,0.21450,0.68373,-9.70108,0.00189,-0.00453,0.00196,38.69
2946,101892058858,0.03323,0.45388,-9.66283,0.00509,-0.00879,0.00303,38.69
2947,101892933659,-0.23392,0.20007,-9.64370,0.00615,-0.00560,0.00090,38.69
2948,101893808460,-0.24823,0.13303,-9.61979,-0.00024,0.00825,-0.00337,38.68
2949,101894683261,-0.09558,0.30542,-9.67239,-0.00343,0.01038,-0.00550,38.69
2950,101895558062,0.15249,0.59754,-9.72499,-0.00024,0.00932,-0.00123,38.69
2951,101896432863,0.16203,0.59275,-9.70108,0.00615,0.00292,0.00303,38.69
2952,101897307664,-0.15759,0.32937,-9.65326,0.00509,0.00079,0.00516,38.69
2953,101898182465,-0.33410,0.15697,-9.61023,0.00296,0.00399,0.00090,38.69
2954,101899057266,-0.24823,0.17613,-9.61501,0.00402,0.01145,-0.00230,38.69
2955,101899932067,-0.02879,0.47303,-9.69630,0.00402,0.01358,-0.00123,38.68
2956,101900808248,0.20973,0.67416,-9.73934,0.00615,0.00825,0.00090,38.68
2957,101901684424,0.09524,0.52092,-9.64848,0.00722,0.00399,0.00409,38.69
2958,101902560600,-0.22438,0.25754,-9.59110,0.00722,0.00292,0.00303,38.69
2959,101903436776,-0.30071,0.11388,-9.61023,0.00402,0.00719,0.00303,38.69
2960,101904312952,-0.16236,0.24796,-9.66761,0.00083,0.01571,-0.00230,38.69
2961,101905189128,0.06185,0.59754,-9.74412,0.00296,0.01251,-0.00337,38.69
2962,101906065304,0.15726,0.63585,-9.73456,0.00509,0.00399,0.00090,38.69
2963,101906941480,-0.08126,0.36768,-9.67239,0.00296,0.00186,0.00516,38.69
2964,101907817656,-0.30548,0.15219,-9.64848,0.00189,0.00612,-0.00017,38.69
2965,101908693832,-0.25777,0.11388,-9.64370,-0.00237,0.00399,-0.00443,38.69
2966,101909569663,-0.06218,0.35331,-9.69630,-0.00770,0.00186,-0.00550,38.69
2967,101910445485,0.17157,0.62627,-9.75368,-0.00130,0.00292,-0.00017,38.68
2968,101911321307,0.13341,0.55444,-9.70587,0.00615,0.00079,0.00409,38.68
2969,101912197129,-0.16236,0.28148,-9.66283,0.00296,0.00079,0.00303,38.69
2970,101913072951,-0.28640,0.13303,-9.65805,-0.00024,-0.00027,-0.00123,38.69
2971,101913948773,-0.19576,0.20486,-9.68674,-0.00450,0.00292,-0.00337,38.68
2972,101914824595,0.02846,0.52092,-9.72977,0.00083,0.00292,-0.00337,38.69
2973,101915700417,0.23359,0.64064,-9.72021,0.00189,-0.00134,0.00090,38.69
2974,101916576239,0.03800,0.43951,-9.68196,0.00083,-0.00666,0.00409,38.69
2975,101917452061,-0.26731,0.20486,-9.64848,-0.00024,-0.00453,0.00196,38.69
2976,101918327052,-0.28640,0.11866,-9.63414,-0.00237,-0.00027,-0.00123,38.69
2977,101919202041,-0.13374,0.31979,-9.68674,-0.00557,0.00719,-0.00656,38.69
2978,101920077030,0.10001,0.62627,-9.75368,-0.00130,0.00399,-0.00123,38.69
2979,101920952019,0.13818,0.60712,-9.72977,0.00615,0.00186,0.00090,38.69
2980,101921827008,-0.13851,0.33895,-9.66283,0.00509,0.00292,0.00196,38.69
2981,101922701997,-0.31025,0.16176,-9.61979,0.00402,0.00719,-0.00337,38.69
2982,101923576986,-0.24346,0.16655,-9.63414,0.00083,0.01145,-0.00550,38.69
2983,101924451975,-0.05264,0.46345,-9.71065,0.00189,0.00825,-0.00763,38.69
2984,101925326964,0.16203,0.67416,-9.75368,0.00615,0.00505,-0.00123,38.69
2985,101926201953,0.03323,0.51134,-9.68196,0.00722,-0.00453,0.00622,38.68
2986,101927077253,-0.27685,0.23359,-9.60067,0.00402,-0.00134,0.00409,38.68
2987,101927952547,-0.31025,0.11388,-9.60545,0.00189,0.00612,-0.00123,38.68
2988,101928827841,-0.14328,0.26711,-9.69152,-0.00557,0.00719,-0.00550,38.69
2989,101929703135,0.09524,0.59275,-9.75846,-0.00663,0.00612,-0.00337,38.69
2990,101930578429,0.21450,0.63585,-9.74412,-0.00130,0.00079,-0.00017,38.69
2991,101931453723,-0.02402,0.39162,-9.68674,-0.00024,0.00186,0.00196,38.69
2992,101932329017,-0.27208,0.19049,-9.61501,-0.00024,0.00399,-0.00123,38.69
2993,101933204311,-0.23392,0.14261,-9.60067,-0.00237,0.00399,-0.00337,38.69
2994,101934079605,-0.04310,0.38204,-9.66761,-0.00557,0.00399,-0.00123,38.69
2995,101934954899,0.17634,0.65500,-9.72499,-0.00450,-0.00027,0.00303,38.69
2996,101935829973,0.11910,0.55444,-9.67717,0.00189,-0.00453,0.00622,38.69
2997,101936705043,-0.19099,0.27190,-9.62457,0.00083,-0.00240,0.00409,38.69
2998,101937580113,-0.31025,0.12345,-9.61023,0.00189,0.00079,0.00196,38.68
2999,101938455183,-0.19099,0.19528,-9.64370,0.00296,0.00292,-0.00443,38.68
3000,101939330253,0.04754,0.52092,-9.70587,0.00402,0.00505,-0.00656,38.68
3001,101940205323,0.22405,0.65500,-9.72021,0.00722,-0.00134,0.00196,38.68
3002,101941080393,0.03323,0.42993,-9.69152,0.00722,-0.00240,0.00516,38.68
3003,101941955463,-0.26254,0.20486,-9.66761,0.00722,0.00399,0.00303,38.68
3004,101942830533,-0.28162,0.12824,-9.65326,0.00402,0.00825,0.00090,38.68
3005,101943705603,-0.11943,0.31500,-9.69630,-0.00130,0.01038,-0.00123,38.68
3006,101944580291,0.12864,0.63106,-9.72977,-0.00024,0.00825,-0.00123,38.69
3007,101945454979,0.14295,0.60712,-9.70108,0.00296,0.00399,0.00196,38.69
3008,101946329667,-0.17190,0.33416,-9.63892,0.00296,0.00612,0.00090,38.69
3009,101947204355,-0.32933,0.15697,-9.59110,0.00083,0.00825,-0.00123,38.69
3010,101948079043,-0.24346,0.18092,-9.59110,-0.00024,0.00612,-0.00443,38.69
3011,101948953731,-0.02879,0.47303,-9.66283,-0.00343,0.00719,-0.00976,38.69
3012,101949828419,0.19065,0.64542,-9.71065,-0.00237,0.00719,-0.00443,38.69
3013,101950703107,0.05231,0.50176,-9.65326,0.00296,0.00292,0.00196,38.69
3014,101951577795,-0.24346,0.27669,-9.62936,0.00189,0.00186,0.00196,38.70
3015,101952452483,-0.28162,0.15697,-9.62936,-0.00237,0.00612,-0.00230,38.69
3016,101953326895,-0.14328,0.29106,-9.70587,-0.00343,0.01038,-0.00337,38.69
3017,101954201305,0.09047,0.61669,-9.78237,-0.00024,0.00932,-0.00230,38.69
3018,101955075715,0.18111,0.65021,-9.73456,0.00402,-0.00027,0.00303,38.69
3019,101955950125,-0.09558,0.38683,-9.65326,0.00296,0.00292,0.00622,38.69
3020,101956824535,-0.31979,0.18571,-9.61979,-0.00343,-0.00027,0.00303,38.69
3021,101957698945,-0.27685,0.17134,-9.63414,-0.00557,-0.00134,-0.00337,38.69
3022,101958573355,-0.08126,0.43951,-9.70108,-0.00557,-0.00027,-0.00337,38.70
3023,101959447765,0.16680,0.66937,-9.74890,-0.00237,-0.00240,-0.00017,38.70
3024,101960322175,0.10955,0.56881,-9.68196,0.00189,-0.00347,0.00622,38.70
3025,101961196585,-0.21484,0.33416,-9.63892,0.00402,-0.00134,0.00622,38.69
3026,101962071320,-0.32456,0.18571,-9.62936,0.00509,0.00292,0.00196,38.69
3027,101962946051,-0.20530,0.24796,-9.65805,-0.00024,0.00505,-0.00550,38.70
3028,101963820782,0.04277,0.54965,-9.72977,-0.00024,0.00505,-0.00337,38.70
3029,101964695513,0.20973,0.65979,-9.75846,0.00722,-0.00027,0.00196,38.69
3030,101965570244,0.00460,0.46824,-9.69630,0.00722,-0.00134,0.00196,38.69
3031,101966444975,-0.27208,0.25275,-9.64370,0.00509,0.00505,-0.00230,38.69
3032,101967319706,-0.26731,0.15697,-9.63892,-0.00024,0.01145,-0.00656,38.70
3033,101968194437,-0.10035,0.31979,-9.68196,-0.00130,0.01038,-0.00763,38.70
3034,101969069168,0.13818,0.60712,-9.76803,-0.00024,0.00186,-0.00443,38.70
3035,101969943899,0.16203,0.56881,-9.75846,0.00189,-0.00347,0.00409,38.70
3036,101970818766,-0.16236,0.32458,-9.68196,0.00615,-0.00027,-0.00017,38.69
3037,101971693629,-0.34841,0.17613,-9.63414,0.00296,0.00612,-0.00230,38.69
3038,101972568492,-0.26254,0.18571,-9.63892,0.00083,0.00719,-0.00976,38.69
3039,101973443355,-0.05741,0.45866,-9.71065,-0.00130,0.00612,-0.00763,38.70
3040,101974318218,0.16680,0.62627,-9.73456,0.00189,0.00079,0.00303,38.70
3041,101975193081,0.05231,0.46345,-9.66283,0.00296,-0.00240,0.00942,38.70
3042,101976067944,-0.25300,0.23359,-9.63414,0.00296,-0.00240,0.00622,38.70
3043,101976942807,-0.29594,0.14261,-9.63414,-0.00343,0.00186,-0.00337,38.70
3044,101977817670,-0.13374,0.29585,-9.68196,-0.00770,0.00825,-0.00656,38.70
3045,101978692533,0.11432,0.62148,-9.74890,-0.00450,0.00719,-0.00123,38.70
3046,101979569533,0.22405,0.65021,-9.73456,0.00296,0.00399,0.00303,38.70
3047,101980446533,-0.02879,0.38683,-9.66761,0.00615,0.00612,0.00516,38.70
3048,101981323533,-0.26254,0.18092,-9.61979,0.00402,0.00612,-0.00017,38.70
3049,101982200533,-0.21007,0.16176,-9.61979,0.00083,0.00612,-0.00443,38.70
3050,101983077533,-0.02879,0.44430,-9.69630,0.00189,0.00505,-0.00656,38.70
3051,101983954533,0.18111,0.68373,-9.74412,0.00509,0.00505,-0.00443,38.70
3052,101984831533,0.10001,0.55444,-9.69630,0.00615,0.00186,0.00196,38.70
3053,101985708533,-0.20053,0.29106,-9.65326,0.00189,-0.00027,-0.00230,38.70
3054,101986585533,-0.29117,0.14740,-9.62457,-0.00130,-0.00134,-0.00550,38.70
3055,101987462533,-0.17667,0.21444,-9.64370,-0.00450,0.00505,-0.00550,38.70
3056,101988337098,0.05231,0.54486,-9.70587,-0.00450,0.00612,-0.00337,38.70
3057,101989211657,0.20973,0.66458,-9.72499,0.00509,0.00399,0.00303,38.69
3058,101990086216,0.00937,0.45866,-9.68196,0.00615,-0.00134,0.00729,38.70
3059,101990960775,-0.25777,0.24317,-9.64370,0.00509,0.00186,0.00303,38.70
3060,101991835334,-0.25300,0.16176,-9.64848,0.00189,0.00612,-0.00123,38.70
3061,101992709893,-0.08604,0.36768,-9.68674,-0.00557,0.00932,-0.00550,38.70
3062,101993584452,0.16203,0.66937,-9.71543,-0.00450,0.00399,-0.00123,38.70
3063,101994459011,0.16680,0.60712,-9.69630,-0.00130,-0.00240,0.00516,38.70
3064,101995333570,-0.12420,0.32458,-9.64370,-0.00024,-0.00027,0.00729,38.70
3065,101996208129,-0.27685,0.16176,-9.62936,-0.00343,0.00079,0.00196,38.70
3066,101997083355,-0.19099,0.19049,-9.63892,-0.00450,0.00292,-0.00656,38.70
3067,101997958572,0.02369,0.48740,-9.68674,-0.00557,0.00292,-0.00656,38.70
3068,101998833789,0.22405,0.65500,-9.70108,-0.00130,0.00079,0.00196,38.69
3069,101999709006,0.06662,0.48740,-9.64370,0.00509,0.00186,0.00516,38.69
3070,102000584223,-0.24346,0.25754,-9.61979,0.00509,0.00079,0.00196,38.69
3071,102001459440,-0.27685,0.14740,-9.62457,0.00296,0.00292,-0.00337,38.70
3072,102002334657,-0.13374,0.25754,-9.68674,0.00083,0.00505,-0.00763,38.70
3073,102003209874,0.11910,0.55444,-9.73934,-0.00024,0.00505,-0.00550,38.70
3074,102004085091,0.20973,0.58317,-9.70108,0.00828,0.00719,-0.00123,38.69
3075,102004960308,-0.07649,0.34852,-9.63414,0.00828,0.00292,0.00409,38.69
3076,102005834811,-0.32933,0.18571,-9.61979,0.00189,0.01038,0.00090,38.69
3077,102006709309,-0.29117,0.15219,-9.63414,-0.00130,0.00932,-0.00123,38.69
3078,102007583807,-0.06218,0.40599,-9.72021,-0.00237,0.00612,-0.00123,38.69
3079,102008458305,0.20019,0.65021,-9.77281,0.00296,0.00186,0.00196,38.68
3080,102009332803,0.11432,0.52092,-9.67717,0.00509,0.00186,0.00729,38.69
3081,102010207301,-0.19576,0.25754,-9.62457,0.00509,0.00292,0.00516,38.68
3082,102011081799,-0.28640,0.11388,-9.61979,0.00083,0.00186,0.00090,38.68
3083,102011956297,-0.17190,0.20486,-9.64848,-0.00237,0.00399,-0.00443,38.68
3084,102012830795,0.07139,0.54965,-9.72499,-0.00343,0.00505,-0.00443,38.69
3085,102013705293,0.22405,0.63585,-9.74412,0.00083,-0.00027,0.00196,38.69
3086,102014580269,0.00460,0.38683,-9.70587,0.00296,-0.00666,0.00409,38.69
3087,102015455245,-0.27685,0.17613,-9.66283,0.00189,-0.00773,0.00196,38.69
3088,102016330221,-0.25777,0.12345,-9.63892,-0.00130,-0.00453,-0.00017,38.70
3089,102017205197,-0.06695,0.34373,-9.68196,-0.00450,-0.00134,-0.00550,38.70
3090,102018080173,0.17634,0.64542,-9.76325,0.00083,-0.00027,-0.00017,38.70
3091,102018955149,0.17157,0.59275,-9.73934,0.00509,-0.00347,0.00303,38.70
3092,102019830125,-0.13851,0.32937,-9.66761,0.00402,-0.00134,0.00303,38.70
3093,102020705101,-0.28640,0.17613,-9.63414,0.00402,0.00079,-0.00230,38.70
3094,102021580077,-0.19576,0.20486,-9.63892,-0.00024,0.00505,-0.00869,38.70
3095,102022455053,-0.00017,0.50655,-9.69152,-0.00130,0.00505,-0.00763,38.70
3096,102023336719,0.17157,0.65500,-9.71065,0.00296,0.00079,-0.00337,38.70
3097,102024218385,0.00937,0.46824,-9.64370,0.00828,-0.00134,-0.00017,38.70
3098,102025100051,-0.29594,0.23359,-9.60067,0.00509,0.00186,-0.00230,38.70
3099,102025981717,-0.33410,0.13303,-9.61501,0.00083,0.00719,-0.00443,38.70
3100,102026863383,-0.17667,0.28627,-9.68674,-0.00024,0.01145,-0.00550,38.70
3101,102027745049,0.08093,0.63106,-9.75368,0.00189,0.00932,-0.00550,38.70
3102,102028626715,0.15726,0.65979,-9.71543,0.00296,0.00505,0.00090,38.69
3103,102029508381,-0.10989,0.37247,-9.64848,0.00402,0.00399,0.00090,38.69
3104,102030390047,-0.30071,0.16655,-9.59588,0.00509,0.00399,-0.00337,38.70
3105,102031271713,-0.23392,0.15697,-9.59588,-0.00024,0.00399,-0.00550,38.70
3106,102032146427,-0.01448,0.42993,-9.68674,-0.00343,0.00079,-0.00656,38.70
3107,102033021141,0.22405,0.65500,-9.74412,-0.00237,0.00292,0.00090,38.70
3108,102033895855,0.11432,0.51134,-9.66283,0.00402,-0.00027,0.00303,38.70
3109,102034770569,-0.21961,0.24796,-9.59588,0.00509,0.00079,0.00303,38.70
3110,102035645283,-0.30071,0.11388,-9.61023,0.00189,-0.00134,-0.00017,38.70
3111,102036519997,-0.15759,0.22402,-9.66761,-0.00130,0.00292,-0.00230,38.70
3112,102037394711,0.08093,0.56402,-9.72977,-0.00557,0.00505,0.00090,38.70
3113,102038269425,0.19065,0.64542,-9.69630,-0.00130,-0.00027,0.00409,38.69
3114,102039144139,-0.04310,0.41557,-9.62936,0.00402,-0.00240,0.00303,38.69
3115,102040018853,-0.28640,0.20965,-9.61501,0.00083,-0.00134,0.00196,38.70
3116,102040893605,-0.28162,0.13782,-9.61979,-0.00237,-0.00347,-0.00123,38.70
3117,102041768353,-0.09081,0.33895,-9.64848,-0.00237,0.00079,-0.00337,38.69
3118,102042643101,0.17157,0.59754,-9.70108,-0.00024,0.00292,-0.00123,38.69
3119,102043517849,0.12387,0.54007,-9.68674,0.00296,0.00399,-0.00017,38.70
3120,102044392597,-0.19576,0.30542,-9.65326,0.00509,0.00399,0.00196,38.70
3121,102045267345,-0.31502,0.17134,-9.61979,0.00083,0.00719,-0.00337,38.69
3122,102046142093,-0.20530,0.23838,-9.62457,-0.00557,0.00932,-0.00656,38.70
3123,102047016841,0.02369,0.54007,-9.69630,0.00083,0.00399,-0.00550,38.70
3124,102047891589,0.19542,0.65021,-9.72499,0.00615,0.00292,-0.00123,38.70
3125,102048766337,0.00937,0.44909,-9.65805,0.00509,-0.00027,0.00409,38.70
3126,102049641304,-0.30071,0.21444,-9.60545,-0.00024,-0.00134,0.00303,38.70
3127,102050516262,-0.33410,0.11866,-9.60545,-0.00343,0.00079,-0.00123,38.70
3128,102051391220,-0.16236,0.31500,-9.65326,-0.00557,0.00825,-0.00550,38.70
3129,102052266178,0.09524,0.63585,-9.72021,-0.00237,0.01038,-0.00017,38.69
3130,102053141136,0.13818,0.62627,-9.70108,0.00402,0.00186,0.00303,38.69
3131,102054016094,-0.12897,0.34852,-9.64848,0.00296,0.00186,0.00303,38.69
3132,102054891052,-0.31502,0.14261,-9.61979,-0.00237,0.00186,0.00090,38.69
3133,102055766010,-0.25300,0.13303,-9.63892,-0.00343,0.00186,-0.00230,38.69
3134,102056640968,-0.01448,0.42514,-9.71543,-0.00450,0.00186,-0.00230,38.69
3135,102057515926,0.23359,0.64064,-9.72499,0.00083,0.00186,0.00196,38.69
3136,102058390584,0.09524,0.48261,-9.62936,0.00402,-0.00240,0.00729,38.69
3137,102059265240,-0.23869,0.21444,-9.60067,0.00296,-0.00347,0.00622,38.69
3138,102060139896,-0.30548,0.08993,-9.61501,0.00083,0.00292,-0.00017,38.69
3139,102061014552,-0.18144,0.25275,-9.68674,-0.00343,0.00612,-0.00123,38.69
3140,102061889208,0.07616,0.60233,-9.75368,-0.00450,0.00505,-0.00230,38.69
3141,102062763864,0.17634,0.64542,-9.71065,0.00296,0.00719,0.00196,38.70
3142,102063638520,-0.09558,0.39162,-9.62457,0.00722,0.00505,0.00196,38.70
3143,102064513176,-0.31979,0.18092,-9.58632,0.00189,0.00505,-0.00123,38.70
3144,102065387832,-0.26254,0.16176,-9.60067,-0.00024,0.00505,-0.00656,38.70
3145,102066262488,-0.05264,0.41557,-9.65805,-0.00557,0.00719,-0.00763,38.70
3146,102067137991,0.17157,0.64064,-9.69630,0.00083,0.00505,-0.00230,38.70
3147,102068013492,0.10001,0.53050,-9.62936,0.00402,0.00186,0.00303,38.70
3148,102068888993,-0.18622,0.27190,-9.58632,0.00615,0.00612,0.00090,38.70
3149,102069764494,-0.27685,0.10909,-9.58154,0.00509,0.00719,-0.00443,38.70
3150,102070639995,-0.18144,0.18092,-9.63414,0.00402,0.00399,-0.00656,38.70
3151,102071515496,0.03800,0.52571,-9.73456,0.00189,0.00505,-0.00230,38.70
3152,102072390997,0.21927,0.63106,-9.73934,0.00189,0.00292,0.00196,38.70
3153,102073266498,0.00937,0.39641,-9.67717,0.00402,0.00079,0.00303,38.70
